中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1672 Mbps,214016 kB/s,214016.0
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,2 ms,1112 Mbps,142336 kB/s,142336.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,42 ms,698 Mbps,89395 kB/s,89395.0
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,3 ms,564 Mbps,72294 kB/s,72294.0
34.82.76.253,443,34.127.98.139,US,Seattle,隧道,70 ms,388 Mbps,49664 kB/s,49664.0
35.230.79.26,443,35.212.151.84,US,Seattle,隧道,73 ms,358 Mbps,45875 kB/s,45875.0
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,79 ms,358 Mbps,45875 kB/s,45875.0
35.197.23.75,443,35.212.151.84,US,Seattle,隧道,68 ms,332 Mbps,42496 kB/s,42496.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,84 ms,300 Mbps,38502 kB/s,38502.0
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,95 ms,286 Mbps,36659 kB/s,36659.0
143.47.182.90,443,98.98.156.26,DE,Frankfurt,隧道,101 ms,274 Mbps,35123 kB/s,35123.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,263 Mbps,33689 kB/s,33689.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,83 ms,248 Mbps,31744 kB/s,31744.0
152.70.63.131,443,2a0b:21c0:100a:1fa:0:f012:a920:1be8,DE,Frankfurt,隧道,103 ms,248 Mbps,31744 kB/s,31744.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,242 Mbps,31027 kB/s,31027.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,233 Mbps,29900 kB/s,29900.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,230 Mbps,29491 kB/s,29491.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,213 Mbps,27340 kB/s,27340.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,100 ms,174 Mbps,22323 kB/s,22323.0
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,188 ms,142 Mbps,18227 kB/s,18227.0
158.101.217.62,443,2a0b:21c0:1007:1cb:0:9dd1:ec7f:c69a,DE,Frankfurt,隧道,122 ms,132 Mbps,16998 kB/s,16998.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,124 Mbps,15872 kB/s,15872.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,24 ms,115 Mbps,14745 kB/s,14745.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,6 ms,108 Mbps,13926 kB/s,13926.0
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,204 ms,90 Mbps,11571 kB/s,11571.0
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,205 ms,81 Mbps,10444 kB/s,10444.0
129.154.207.203,443,2a09:bac1:3f00::22:110,KR,Seoul,隧道,217 ms,68 Mbps,8734 kB/s,8734.0
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,101 ms,52 Mbps,6776 kB/s,6776.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,51 Mbps,6531 kB/s,6531.0
8.219.137.50,443,47.236.58.234,SG,Singapore,隧道,277 ms,49 Mbps,6299 kB/s,6299.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,198 ms,44 Mbps,5656 kB/s,5656.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,99 ms,43 Mbps,5556 kB/s,5556.0
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,80 ms,42 Mbps,5442 kB/s,5442.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,40 Mbps,5245 kB/s,5245.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,177 ms,40 Mbps,5244 kB/s,5244.0
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,94 ms,40 Mbps,5169 kB/s,5169.0
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,280 ms,38 Mbps,4895 kB/s,4895.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,215 ms,35 Mbps,4599 kB/s,4599.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,211 ms,35 Mbps,4481 kB/s,4481.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,239 ms,32 Mbps,4211 kB/s,4211.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,244 ms,31 Mbps,3995 kB/s,3995.0
130.162.144.191,443,2a09:bac1:3f40::22:97,KR,Seoul,隧道,220 ms,27 Mbps,3570 kB/s,3570.0
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,195 ms,27 Mbps,3507 kB/s,3507.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,205 ms,15 Mbps,1928 kB/s,1928.0
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,219 ms,9 Mbps,1160 kB/s,1160.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,4 Mbps,559 kB/s,559.0
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,228 ms,3 Mbps,475 kB/s,475.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,239 ms,2 Mbps,313 kB/s,313.0
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,225 ms,1 Mbps,252 kB/s,252.0
