中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,736 Mbps,94310 kB/s,94310.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,76 ms,332 Mbps,42598 kB/s,42598.0
184.169.181.217,443,184.169.181.217,US,Frankfurt,中转,76 ms,319 Mbps,40857 kB/s,40857.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,304 Mbps,39014 kB/s,39014.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,289 Mbps,37068 kB/s,37068.0
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,71 ms,274 Mbps,35123 kB/s,35123.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,100 ms,242 Mbps,31027 kB/s,31027.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,239 Mbps,30617 kB/s,30617.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,232 Mbps,29696 kB/s,29696.0
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,71 ms,203 Mbps,26009 kB/s,26009.0
143.47.185.70,443,2606:f240:f00:46c4:0:37bf:18b:e8c8,DE,Frankfurt,隧道,91 ms,132 Mbps,16896 kB/s,16896.0
3.112.21.102,443,3.112.21.102,JP,Stockholm,中转,173 ms,96 Mbps,12288 kB/s,12288.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,48 Mbps,6244 kB/s,6244.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Amsterdam,隧道,99 ms,47 Mbps,6133 kB/s,6133.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,97 ms,47 Mbps,6124 kB/s,6124.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,37 Mbps,4737 kB/s,4737.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,224 ms,33 Mbps,4249 kB/s,4249.0
131.186.17.132,443,131.186.17.132,KR,Manchester,中转,197 ms,31 Mbps,3989 kB/s,3989.0
64.110.104.30,443,64.110.104.30,JP,Ashburn,中转,181 ms,30 Mbps,3852 kB/s,3852.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,202 ms,25 Mbps,3297 kB/s,3297.0
168.138.46.67,443,168.138.46.67,JP,Seattle,中转,180 ms,23 Mbps,3030 kB/s,3030.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,216 ms,18 Mbps,2320 kB/s,2320.0
47.57.13.107,443,8.212.23.141,HK,Singapore,隧道,224 ms,0 Mbps,74 kB/s,74.0
129.159.84.71,443,129.159.84.71,US,Marseille,中转,45 ms,0 Mbps,58 kB/s,58.0
129.146.46.164,443,129.146.46.164,260 Mbps,33280 kB/s,,,,,
129.146.46.164,US,null Mbps,null kB/s,,,,,,
