中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443.0,18.216.55.100,US,Columbus,中转,22 ms,768 Mbps,98406 kB/s,98406.0
184.169.181.217,443.0,184.169.181.217,US,San Jose,中转,59 ms,430 Mbps,55091 kB/s,55091.0
35.197.23.75,443.0,35.212.174.187,US,Seattle,隧道,71 ms,384 Mbps,49254 kB/s,49254.0
192.9.139.160,443.0,192.9.139.160,US,San Jose,中转,64 ms,382 Mbps,48947 kB/s,48947.0
35.230.79.26,443.0,35.212.174.187,US,Seattle,隧道,76 ms,373 Mbps,47820 kB/s,47820.0
129.146.209.97,443.0,129.146.209.97,US,Los Angeles,中转,53 ms,368 Mbps,47104 kB/s,47104.0
34.82.76.253,443.0,35.230.34.223,US,Seattle,隧道,70 ms,359 Mbps,45977 kB/s,45977.0
129.146.7.98,443.0,129.146.7.98,US,Los Angeles,中转,54 ms,340 Mbps,43622 kB/s,43622.0
192.9.236.144,443.0,192.9.236.144,US,San Jose,中转,63 ms,324 Mbps,41574 kB/s,41574.0
23.94.43.51,443.0,23.94.43.51,US,Seattle,中转,70 ms,297 Mbps,38092 kB/s,38092.0
18.184.55.249,443.0,18.184.55.249,DE,Frankfurt,中转,92 ms,292 Mbps,37478 kB/s,37478.0
3.67.25.193,443.0,18.197.218.69,DE,Frankfurt,隧道,93 ms,240 Mbps,30720 kB/s,30720.0
18.197.218.69,443.0,18.197.218.69,DE,Frankfurt,中转,95 ms,232 Mbps,29798 kB/s,29798.0
3.112.21.102,443.0,3.112.21.102,JP,Tokyo,中转,162 ms,128 Mbps,16486 kB/s,16486.0
64.110.101.125,443.0,64.110.101.125,JP,Osaka,中转,169 ms,122 Mbps,15667 kB/s,15667.0
158.101.214.54,443.0,158.101.214.54,NL,Amsterdam,中转,89 ms,45 Mbps,5820 kB/s,5820.0
132.145.232.171,443.0,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,43 Mbps,5566 kB/s,5566.0
168.138.212.80,443.0,168.138.212.80,JP,Tokyo,中转,159 ms,38 Mbps,4918 kB/s,4918.0
168.138.46.67,443.0,168.138.46.67,JP,Osaka,中转,171 ms,38 Mbps,4893 kB/s,4893.0
131.186.17.132,443.0,131.186.17.132,KR,Seoul,中转,221 ms,37 Mbps,4862 kB/s,4862.0
64.110.104.30,443.0,64.110.104.30,JP,Osaka,中转,177 ms,37 Mbps,4795 kB/s,4795.0
129.159.84.71,443.0,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,961 kB/s,961.0
168.138.165.174,443.0,168.138.165.174,SG,Singapore,中转,276 ms,0 Mbps,95 kB/s,95.0
129.146.46.164,443.0,129.146.46.164,328 Mbps,41984 kB/s,,,,,
129.146.46.164,,,隧道,0 ms,null Mbps,null kB/s,,,
